cacc_doc_it_uuid,cacc_doc_uuid,cbus_part_uuid,ccost_ctr_uuid,ccreation_date,cdoc_date,cfiscyear,cfix_asset_uuid,cglacct,cnote_hd,cnote_it,coedpartner,coedref_f_id,coff_glacct,cposting_date,cprofitctr_uuid,kcbalance_currcomp,kccredit_currcomp,kcdebit_currcomp,tbus_part_uuid,tcost_ctr_uuid,tfix_asset_uuid,tglacct,toff_glacct,tproduct_type,tproduct_uuid,tprofitctr_uuid
21,100000000442,,,2024-07-20T00:00:00,2024-07-19,2024,,572977,, MEMBERSHIP FEE 000000000000,,336,572028,2024-07-19,CTS01,-500,500.0,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,100000000444,,,2024-07-23T00:00:00,2024-07-22,2024,,572977,, 000000000000,,338,572028,2024-07-22,CTS01,85.8,0.0,85.8,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
4,100000000444,,,2024-07-23T00:00:00,2024-07-22,2024,,572977,, 000000000000,,338,572028,2024-07-22,CTS01,43.43,0.0,43.43,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
6,100000000444,,,2024-07-23T00:00:00,2024-07-22,2024,,572977,, 000000000000,,338,572028,2024-07-22,CTS01,1.79,0.0,1.79,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
7,100000000444,,,2024-07-23T00:00:00,2024-07-22,2024,,572977,, 000000000000,,338,572028,2024-07-22,CTS01,-1096.87,1096.87,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
9,100000000444,,,2024-07-23T00:00:00,2024-07-22,2024,,572977,, 000000000000,,338,572028,2024-07-22,CTS01,-344.75,344.75,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
11,100000000444,,,2024-07-23T00:00:00,2024-07-22,2024,,572977,, 000000000000,,338,572028,2024-07-22,CTS01,-199.1,199.1,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
14,100000000444,,,2024-07-23T00:00:00,2024-07-22,2024,,572977,, 000000000000,,338,572028,2024-07-22,CTS01,500,0.0,500.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
16,100000000444,,,2024-07-23T00:00:00,2024-07-22,2024,,572977,, 000000000000,,338,572028,2024-07-22,CTS01,545.17,0.0,545.17,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
18,100000000444,,,2024-07-23T00:00:00,2024-07-22,2024,,572977,, 000000000000,,338,572028,2024-07-22,CTS01,37192.44,0.0,37192.44,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
19,100000000444,,,2024-07-23T00:00:00,2024-07-22,2024,,572977,, 000000000000,,338,572028,2024-07-22,CTS01,-389.07,389.07,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
21,100000000444,,,2024-07-23T00:00:00,2024-07-22,2024,,572977,, 000000000000,,338,572028,2024-07-22,CTS01,-130,130.0,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,100000000446,,,2024-07-24T00:00:00,2024-07-23,2024,,572977,, 000000000000,,340,572028,2024-07-23,CTS01,52,0.0,52.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
4,100000000446,,,2024-07-24T00:00:00,2024-07-23,2024,,572977,, 000000000000,,340,572028,2024-07-23,CTS01,500,0.0,500.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
6,100000000446,,,2024-07-24T00:00:00,2024-07-23,2024,,572977,, 000000000000,,340,572028,2024-07-23,CTS01,27.74,0.0,27.74,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
7,100000000446,,,2024-07-24T00:00:00,2024-07-23,2024,,572977,, 000000000000,,340,572028,2024-07-23,CTS01,-1052.07,1052.07,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
9,100000000446,,,2024-07-24T00:00:00,2024-07-23,2024,,572977,, 000000000000,,340,572028,2024-07-23,CTS01,-540,540.0,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
11,100000000446,,,2024-07-24T00:00:00,2024-07-23,2024,,572977,, 000000000000,,340,572028,2024-07-23,CTS01,-297,297.0,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,100000000448,,,2024-07-25T00:00:00,2024-07-24,2024,,572977,, 000000000000,,342,572028,2024-07-24,CTS01,5.02,0.0,5.02,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
4,100000000448,,,2024-07-25T00:00:00,2024-07-24,2024,,572977,, 000000000000,,342,572028,2024-07-24,CTS01,500,0.0,500.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
5,100000000448,,,2024-07-25T00:00:00,2024-07-24,2024,,572977,, 000000000000,,342,572028,2024-07-24,CTS01,-1275,1275.0,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
7,100000000448,,,2024-07-25T00:00:00,2024-07-24,2024,,572977,, 000000000000,,342,572028,2024-07-24,CTS01,-100,100.0,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
9,100000000448,,,2024-07-25T00:00:00,2024-07-24,2024,,572977,, 000000000000,,342,572028,2024-07-24,CTS01,-2599.56,2599.56,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
11,100000000448,,,2024-07-25T00:00:00,2024-07-24,2024,,572977,, 000000000000,,342,572028,2024-07-24,CTS01,-389.07,389.07,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
13,100000000448,,,2024-07-25T00:00:00,2024-07-24,2024,,572977,, 000000000000,,342,572028,2024-07-24,CTS01,-2500,2500.0,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
15,100000000448,,,2024-07-25T00:00:00,2024-07-24,2024,,572977,, 000000000000,,342,572028,2024-07-24,CTS01,-123.42,123.42,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
17,100000000448,,,2024-07-25T00:00:00,2024-07-24,2024,,572977,, 000000000000,,342,572028,2024-07-24,CTS01,-494,494.0,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,100000000451,,,2024-07-26T00:00:00,2024-07-25,2024,,572977,, 000000000000,,345,572028,2024-07-25,CTS01,500,0.0,500.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
4,100000000451,,,2024-07-26T00:00:00,2024-07-25,2024,,572977,, 000000000000,,345,572028,2024-07-25,CTS01,417.35,0.0,417.35,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
5,100000000451,,,2024-07-26T00:00:00,2024-07-25,2024,,572977,, 000000000000,,345,572028,2024-07-25,CTS01,-2425.04,2425.04,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
7,100000000451,,,2024-07-26T00:00:00,2024-07-25,2024,,572977,, 000000000000,,345,572028,2024-07-25,CTS01,-438.32,438.32,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572028,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,CTS01,-22563.09,22563.09,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSVLCRDC0044,21.3,0.0,21.3,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Rodríguez de Cepeda 44
3,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNCSG0396,15.78,0.0,15.78,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Còrsega 396
4,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNCCD0012,10.65,0.0,10.65,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Concòrdia 12
5,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSVLCRDC0044,48.4,0.0,48.4,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Rodríguez de Cepeda 44
6,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNROB067B,151.25,0.0,151.25,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Robrenyo 67
7,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNRCF0219,70.91,0.0,70.91,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Rocafort 219
8,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNAVM0110,88.25,0.0,88.25,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Av Madrid 110
9,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNCOR0207,66.99,0.0,66.99,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Còrsega 207
10,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNROB067B,399.3,0.0,399.3,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Robrenyo 67
11,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,CTSBCNRAL0006,180.56,0.0,180.56,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Ramón Albó 6
12,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSVLCRDC0044,242,0.0,242.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Rodríguez de Cepeda 44
13,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNROB067B,254.09,0.0,254.09,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Robrenyo 67
14,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNTDG0043,139.15,0.0,139.15,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Travessera de Gràcia 43
15,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNAVM0110,352.84,0.0,352.84,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Av Madrid 110
16,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNCOR0207,313.63,0.0,313.63,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Còrsega 207
17,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNRCF0219,303.83,0.0,303.83,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Rocafort 219
18,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,CTSMADGTF038,453.75,0.0,453.75,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Getafe edificio
19,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSMADGTF0046,36.3,0.0,36.3,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Daoiz 46
20,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSVLCSAL0046,1564.17,0.0,1564.17,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Salamanca 46
21,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSVLCRDC0044,4108.62,0.0,4108.62,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Rodríguez de Cepeda 44
22,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNMUN0448,1095.9,0.0,1095.9,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Muntaner 448
23,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNCCD0012,355.98,0.0,355.98,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Concòrdia 12
24,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNBLM0335,691.88,0.0,691.88,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Balmes 335
25,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNROB067B,1676.81,0.0,1676.81,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Robrenyo 67
26,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNAVM0110,748.63,0.0,748.63,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Av Madrid 110
27,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNRCF0219,300.32,0.0,300.32,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Rocafort 219
28,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNTDG0043,1380.25,0.0,1380.25,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Travessera de Gràcia 43
29,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNCDC0222,34.48,0.0,34.48,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Consell de Cent  222
30,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNCOR0207,286.53,0.0,286.53,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Còrsega 207
31,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNRAL0006,170.28,0.0,170.28,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Ramon Albó 6
32,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNCCD0012,383.88,0.0,383.88,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Concòrdia 12
33,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNCOR0207,69.3,0.0,69.3,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Còrsega 207
34,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNCDC0538,369.58,0.0,369.58,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Consell de Cent 538
35,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNTDG0043,46.2,0.0,46.2,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Travessera de Gràcia 43
36,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNCDC0222,314.59,0.0,314.59,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Consell de Cent  222
37,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNBLM0335,4483.52,0.0,4483.52,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Balmes 335
38,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNRCF0219,848.1,0.0,848.1,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Rocafort 219
39,230000000204,,,2024-07-09T00:00:00,2024-07-08,2024,,572977, 000000000000, 000000000000,,2521,572977,2024-07-08,AT-CTSBCNCSG0396,485.09,0.0,485.09,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Còrsega 396
1,230000000205,,,2024-07-09T00:00:00,2024-07-08,2024,,572977,PAGOS A PROVEEDORES MAYO 2024,PAGOS A PROVEEDORES MAYO 2024,,2522,572977,2024-07-08,CTS01,-334.4,334.4,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
2,230000000205,,,2024-07-09T00:00:00,2024-07-08,2024,,572977,PAGOS A PROVEEDORES MAYO 2024,PAGOS A PROVEEDORES MAYO 2024,,2522,572977,2024-07-08,CTSBCNMAD0110,258.24,0.0,258.24,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Avinguda Madrid 110
3,230000000205,,,2024-07-09T00:00:00,2024-07-08,2024,,572977,PAGOS A PROVEEDORES MAYO 2024,PAGOS A PROVEEDORES MAYO 2024,,2522,572977,2024-07-08,CTSBCNTDG0043,76.16,0.0,76.16,Not Assigned,Not Assigned,Not Assigned,CAES572977,CAES572977,Not Assigned,Not Assigned,Travesera de Gràcia 43
1,240000001344,,,2024-07-02T00:00:00,2024-07-01,2024,,572977,COBROS TPV 28.06.2024,COBROS TPV 28.06.2024,,2363,626000,2024-07-01,CTS01,-9.97,9.97,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,Banking and Similar Services,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001345,,,2024-07-02T00:00:00,2024-07-01,2024,,572977,COBROS TPV 28.06.2024,COBROS TPV 28.06.2024,,2541,430000,2024-07-01,CTS01,886,0.0,886.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,Trade Accounts Receivables (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001346,,,2024-07-02T00:00:00,2024-07-01,2024,,572977,COBROS TPV 28.06.2024,COBROS TPV 28.06.2024,,2362,626000,2024-07-01,CTS01,-5.93,5.93,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,Banking and Similar Services,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001347,,,2024-07-02T00:00:00,2024-07-01,2024,,572977,COBROS TPV 28.06.2024,COBROS TPV 28.06.2024,,2542,430000,2024-07-01,CTS01,395,0.0,395.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,Trade Accounts Receivables (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001348,,,2024-07-02T00:00:00,2024-07-01,2024,,572977,COBROS TPV 29.06.2024,COBROS TPV 29.06.2024,,2361,626000,2024-07-01,CTS01,-5.25,5.25,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,Banking and Similar Services,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001349,,,2024-07-02T00:00:00,2024-07-01,2024,,572977,COBROS TPV 29.06.2024,COBROS TPV 29.06.2024,,2543,430000,2024-07-01,CTS01,350,0.0,350.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,Trade Accounts Receivables (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001357,,,2024-07-03T00:00:00,2024-07-01,2024,,572977,COBROS TPV 29.06.2024,COBROS TPV 29.06.2024,,2361-1,626000,2024-07-01,CTS01,5.25,0.0,5.25,Not Assigned,Not Assigned,Not Assigned,CAES572977,Banking and Similar Services,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001358,,,2024-07-03T00:00:00,2024-07-01,2024,,572977,COBROS TPV 29.06.2024,COBROS TPV 29.06.2024,,2543-1,430000,2024-07-01,CTS01,-350,350.0,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,Trade Accounts Receivables (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001359,,,2024-07-03T00:00:00,2024-07-01,2024,,572977,COBROS TPV 28.06.2024,COBROS TPV 28.06.2024,,2363-1,626000,2024-07-01,CTS01,9.97,0.0,9.97,Not Assigned,Not Assigned,Not Assigned,CAES572977,Banking and Similar Services,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001360,,,2024-07-03T00:00:00,2024-07-01,2024,,572977,COBROS TPV 28.06.2024,COBROS TPV 28.06.2024,,2541-1,430000,2024-07-01,CTS01,-886,886.0,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,Trade Accounts Receivables (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001361,,,2024-07-03T00:00:00,2024-07-01,2024,,572977,COBROS TPV 28.06.2024,COBROS TPV 28.06.2024,,2362-1,626000,2024-07-01,CTS01,5.93,0.0,5.93,Not Assigned,Not Assigned,Not Assigned,CAES572977,Banking and Similar Services,Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001362,,,2024-07-03T00:00:00,2024-07-01,2024,,572977,COBROS TPV 28.06.2024,COBROS TPV 28.06.2024,,2542-1,430000,2024-07-01,CTS01,-395,395.0,0.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,Trade Accounts Receivables (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001404,,,2024-07-08T00:00:00,2024-07-01,2024,,572977,COBRO EXT-F-2024-01215 Amelia Paige,COBRO EXT-F-2024-01215 Amelia Paige,,2622,430000,2024-07-01,CTS01,450,0.0,450.0,Not Assigned,Not Assigned,Not Assigned,CAES572977,Trade Accounts Receivables (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001405,,,2024-07-08T00:00:00,2024-07-01,2024,,572977,"COBRO RFC_123_24 LABOGAR, S.L.","COBRO RFC_123_24 LABOGAR, S.L.",,2623,430000,2024-07-01,CTS01,325.76,0.0,325.76,Not Assigned,Not Assigned,Not Assigned,CAES572977,Trade Accounts Receivables (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001406,,,2024-07-08T00:00:00,2024-07-01,2024,,572977,"COBRO X032-2024 LABOGAR, S.L.","COBRO X032-2024 LABOGAR, S.L.",,2624,430000,2024-07-01,CTS01,5148.43,0.0,5148.43,Not Assigned,Not Assigned,Not Assigned,CAES572977,Trade Accounts Receivables (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001407,,,2024-07-08T00:00:00,2024-07-01,2024,,572977,"COBRO RFC_96_24 LABOGAR, S.L.","COBRO RFC_96_24 LABOGAR, S.L.",,2625,430000,2024-07-01,CTS01,5023.79,0.0,5023.79,Not Assigned,Not Assigned,Not Assigned,CAES572977,Trade Accounts Receivables (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001408,,,2024-07-08T00:00:00,2024-07-01,2024,,572977,"COBRO RFC_110_24 LABOGAR, S.L.","COBRO RFC_110_24 LABOGAR, S.L.",,2626,430000,2024-07-01,CTS01,626.84,0.0,626.84,Not Assigned,Not Assigned,Not Assigned,CAES572977,Trade Accounts Receivables (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
1,240000001409,,,2024-07-08T00:00:00,2024-07-01,2024,,572977,"COBRO RFC_102_24 LABOGAR, S.L.","COBRO RFC_102_24 LABOGAR, S.L.",,2627,430000,2024-07-01,CTS01,1758.18,0.0,1758.18,Not Assigned,Not Assigned,Not Assigned,CAES572977,Trade Accounts Receivables (EUR),Not Assigned,Not Assigned,COTOWN SHARING LIFE SL RF
